date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:47:08	28765/28765	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Jun%202022%2006:16:00%20GMT	https://html.fleexstudio.com/consult/assets/css/plugins/aos.css	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/css/plugins/aos.css	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:08	11953/11953	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Oct%202023%2014:20:16%20GMT	https://html.fleexstudio.com/consult/assets/css/typography.css	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/css/typography.css	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:09	236909/236909	---M-Z	200	added ('OK')	text/css	date:Sat,%2021%20Oct%202023%2002:31:10%20GMT	https://html.fleexstudio.com/consult/assets/css/master.css	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/css/master.css	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:09	76051/76051	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202023%2002:41:56%20GMT	https://html.fleexstudio.com/consult/assets/css/plugins/responsive.css	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/css/plugins/responsive.css	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:09	2121/2121	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Sep%202023%2009:26:56%20GMT	https://html.fleexstudio.com/consult/assets/images/logo/favicon4.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/logo/favicon4.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:10	89500/89500	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2011:13:54%20GMT	https://html.fleexstudio.com/consult/assets/js/plugins/jquery-3-6-0.min.js	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/js/plugins/jquery-3-6-0.min.js	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:34	725/725	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Sep%202023%2003:52:38%20GMT	https://html.fleexstudio.com/consult/assets/images/logo/logos11.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/logo/logos11.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:34	76577/76577	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:24:38%20GMT	https://html.fleexstudio.com/consult/index1.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index1.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:35	3168/3168	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Oct%202023%2014:39:08%20GMT	https://html.fleexstudio.com/consult/assets/images/logo/logo11.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/logo/logo11.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:37	72809/72809	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:09:52%20GMT	https://html.fleexstudio.com/consult/single-index1.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index1.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:38	212806/212806	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo4.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo4.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:39	83169/83169	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2014:53:42%20GMT	https://html.fleexstudio.com/consult/index7.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index7.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:39	80922/80922	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202023%2014:55:40%20GMT	https://html.fleexstudio.com/consult/single-index2.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index2.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:40	288680/288680	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo7.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo7.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:40	95442/95442	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:40:32%20GMT	https://html.fleexstudio.com/consult/index3.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index3.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:41	91826/91826	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:13:08%20GMT	https://html.fleexstudio.com/consult/single-index3.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index3.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:41	316003/316003	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo2.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo2.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:42	102047/102047	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:53:18%20GMT	https://html.fleexstudio.com/consult/index8.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index8.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:42	210567/210567	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo8.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo8.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:43	132436/132436	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:38:26%20GMT	https://html.fleexstudio.com/consult/index2.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index2.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:43	128285/128285	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:20:00%20GMT	https://html.fleexstudio.com/consult/single-index5.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index5.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:43	263780/263780	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo1.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo1.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:44	102892/102892	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:46:48%20GMT	https://html.fleexstudio.com/consult/index5.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index5.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:44	99013/99013	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:24:50%20GMT	https://html.fleexstudio.com/consult/single-index6.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index6.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:45	213719/213719	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo5.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo5.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:45	105380/105380	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:42:58%20GMT	https://html.fleexstudio.com/consult/index4.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index4.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:46	101701/101701	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:26:00%20GMT	https://html.fleexstudio.com/consult/single-index7.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index7.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:46	310647/310647	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo3.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo3.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:47	84502/84502	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:49:48%20GMT	https://html.fleexstudio.com/consult/index6.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index6.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:47	80471/80471	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:27:20%20GMT	https://html.fleexstudio.com/consult/single-index8.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index8.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:47	307137/307137	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo6.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo6.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:48	100705/100705	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:55:06%20GMT	https://html.fleexstudio.com/consult/index9.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index9.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:48	96445/96445	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:28:42%20GMT	https://html.fleexstudio.com/consult/single-index9.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index9.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:49	276516/276516	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:22:20%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo9.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo9.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:49	105690/105690	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:57:36%20GMT	https://html.fleexstudio.com/consult/index10.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index10.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:50	101927/101927	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:30:10%20GMT	https://html.fleexstudio.com/consult/single-index10.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index10.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:50	312775/312775	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:25:08%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo10.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo10.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:50	120406/120406	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:02:44%20GMT	https://html.fleexstudio.com/consult/index11.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index11.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:51	117002/117002	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:31:22%20GMT	https://html.fleexstudio.com/consult/single-index11.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index11.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:52	118142/118142	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:04:54%20GMT	https://html.fleexstudio.com/consult/index12.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index12.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:52	114767/114767	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2003:32:40%20GMT	https://html.fleexstudio.com/consult/single-index12.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/single-index12.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:53	703211/703211	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Oct%202023%2003:53:52%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo11.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo11.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:54	52649/52649	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:33:24%20GMT	https://html.fleexstudio.com/consult/contact1.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/contact1.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:54	62555/62555	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Oct%202023%2002:42:18%20GMT	https://html.fleexstudio.com/consult/index.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/index.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:55	59028/59028	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:31:12%20GMT	https://html.fleexstudio.com/consult/about.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/about.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:55	48178/48178	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:34:18%20GMT	https://html.fleexstudio.com/consult/servicev1.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/servicev1.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:56	51396/51396	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:34:26%20GMT	https://html.fleexstudio.com/consult/servicev2.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/servicev2.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:56	64166/64166	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:33:42%20GMT	https://html.fleexstudio.com/consult/serviceleft.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/serviceleft.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:56	64171/64171	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:34:10%20GMT	https://html.fleexstudio.com/consult/serviceright.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/serviceright.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:57	59878/59878	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:33:52%20GMT	https://html.fleexstudio.com/consult/servicemiddle.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/servicemiddle.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:57	64602/64602	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:34:56%20GMT	https://html.fleexstudio.com/consult/testimonials.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/testimonials.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:58	1749582/1749582	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Oct%202023%2010:33:56%20GMT	https://html.fleexstudio.com/consult/assets/images/alldemo/demo12.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/alldemo/demo12.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:58	52725/52725	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:33:16%20GMT	https://html.fleexstudio.com/consult/casestudy1.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/casestudy1.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:58	53635/53635	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:32:48%20GMT	https://html.fleexstudio.com/consult/caseleft.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/caseleft.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:59	53750/53750	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:33:04%20GMT	https://html.fleexstudio.com/consult/caseright.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/caseright.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:59	50601/50601	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:32:56%20GMT	https://html.fleexstudio.com/consult/casemiddle.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/casemiddle.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:47:59	51999/51999	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:31:44%20GMT	https://html.fleexstudio.com/consult/blog2.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/blog2.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:00	52679/52679	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:32:02%20GMT	https://html.fleexstudio.com/consult/blog3.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/blog3.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:00	66885/66885	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:32:14%20GMT	https://html.fleexstudio.com/consult/blogleft.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/blogleft.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:01	66378/66378	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:32:40%20GMT	https://html.fleexstudio.com/consult/blogright.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/blogright.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:01	58708/58708	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:32:30%20GMT	https://html.fleexstudio.com/consult/blogmiddle.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/blogmiddle.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:02	57758/57758	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:34:48%20GMT	https://html.fleexstudio.com/consult/team.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/team.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:02	53421/53421	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:34:36%20GMT	https://html.fleexstudio.com/consult/team-details.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/team-details.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:03	56359/56359	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Oct%202023%2002:33:32%20GMT	https://html.fleexstudio.com/consult/contact2.html	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/contact2.html	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:03	859/859	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2006%20Aug%202023%2010:15:14%20GMT	https://html.fleexstudio.com/consult/assets/images/icons/phone5.svg	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/icons/phone5.svg	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:03	1205/1205	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2006%20Aug%202023%2010:14:42%20GMT	https://html.fleexstudio.com/consult/assets/images/icons/email4.svg	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/icons/email4.svg	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:04	344/344	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Aug%202023%2014:04:18%20GMT	https://html.fleexstudio.com/consult/assets/images/icons/location2.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/icons/location2.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:04	5726/5726	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2001:50:54%20GMT	https://html.fleexstudio.com/consult/assets/images/elementor/elementor50.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/elementor/elementor50.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:05	3834/3834	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2001:54:24%20GMT	https://html.fleexstudio.com/consult/assets/images/elementor/elementor49.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/elementor/elementor49.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:06	79891/79891	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:45:38%20GMT	https://html.fleexstudio.com/consult/assets/images/sectionimg/about3-img.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/sectionimg/about3-img.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:06	35417/35417	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:45:38%20GMT	https://html.fleexstudio.com/consult/assets/images/sectionimg/about4-img.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/sectionimg/about4-img.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:08	36171/36171	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Sep%202023%2004:45:38%20GMT	https://html.fleexstudio.com/consult/assets/images/sectionimg/about5-img.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/sectionimg/about5-img.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:08	3147/3147	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2002:37:38%20GMT	https://html.fleexstudio.com/consult/assets/images/elementor/elementor51.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/elementor/elementor51.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:08	1869/1869	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2002:18:52%20GMT	https://html.fleexstudio.com/consult/assets/images/icons/taxconsulting1.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/icons/taxconsulting1.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:09	1445/1445	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2002:19:40%20GMT	https://html.fleexstudio.com/consult/assets/images/icons/tax-consulting2.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/icons/tax-consulting2.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:09	1443/1443	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2002:19:56%20GMT	https://html.fleexstudio.com/consult/assets/images/icons/tax-consulting3.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/icons/tax-consulting3.png	(from https://html.fleexstudio.com/consult/single-index4.html)
00:48:09	1319/1319	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2002:20:08%20GMT	https://html.fleexstudio.com/consult/assets/images/icons/tax-consulting4.png	C:/Users/hp/Desktop/taxt/tax/html.fleexstudio.com/consult/assets/images/icons/tax-consulting4.png	(from https://html.fleexstudio.com/consult/single-index4.html)
